reviews,cleaned_review,compound_score,label
"I used 5s , SE ,iphone 6s+ in the past and my current primary phone was Google pixel 2xl for the past 2.5 years and my wife is using SE 2. So based on the overall experience i can rate only 3 stars for the iphone mini because of its huge price tag.I am comparing this with the current gen SE 2. Ofcourse they are saying led display and all but if you compare to SE 2 you wont notice any difference at all. Infact SE 2 Display color accuracy is better for my eyes.Comparing to Camera. Its almost identical results in day light photos with the main cam. And wide lens is not that great in low light . Front camera is good.Speaker sound is good for both the phones but for Mini the ear peice quality is not good. Sounds very thin and volume is low compared SE 2Very handy to be single handed use and the face unlock is pretty fast.But just for the above 2 good points spending so much on this mini is not justifiable that too doesnt have a charging brick and earphones.So if you are looking for a compact iphone SE 2 is the best ever option. And during offers base model SE 2 was availble for 26k which is very much worth of that price tag.Update on 17/02/2021 from 3 start to 5 star.After using the phone for 2 weeks i can say this is really a great and power packed compact phone. Camera is really awesome and the battery backup is adequate for 1 day heavy usage (no games) . I think most of the compact phone lovers dont prefer to play games on there small screen.Overall kidialm phone man. Strictly for compact phone lovers. Others dont even think of it because you wont be liking it after paying such a huge amount of money instead can go for regular 12.",used 5s se iphone 6s past current primary phone google pixel 2xl past years wife using se based overall experience rate stars iphone mini huge price tag comparing current gen se ofcourse saying led display compare se wont notice difference infact se display color accuracy better eyes comparing camera almost identical results day light photos main cam wide lens great low light front camera good speaker sound good phones mini ear peice quality good sounds thin volume low compared se 2very handy single handed use face unlock pretty fast good points spending much mini justifiable doesnt charging brick earphones looking compact iphone se best ever option offers base model se availble 26k much worth price tag update start star using phone weeks say really great power packed compact phone camera really awesome battery backup adequate day heavy usage games think compact phone lovers dont prefer play games small screen overall kidialm phone man strictly compact phone lovers others dont even think wont liking paying huge amount money instead go regular,0.9913,positive
"Apparently you can’t return this phone even if you’re thoroughly dissatisfied with the phone.NO WHERE on the iOS app is it mentioned though, they just assume that every buyer will visit the website also and check the returns policy instead of reading up on the phone.The phone is terrible with poor battery life and a ridiculously small screen size, somehow it doesn’t feel like 5.4” since it curves at the side.Now I’m stuck with this phone because Amazon won’t even take this back.My sincere advice is to avoid this phone at all costs.It’s possibly the worst iPhone money can buy.","apparently ' return phone even ' thoroughly dissatisfied phone ios app mentioned though assume every buyer visit website also check returns policy instead reading phone phone terrible poor battery life ridiculously small screen size somehow ' feel like "" since curves side ' stuck phone amazon ' even take back sincere advice avoid phone costs ' possibly worst iphone money buy",-0.9168,negative
"A thread on MacRumors with more than 250 replies found over 25% of iPhone users are impacted by the problem, there are also numerous complaints in the official Apple Support Communities forum. Given Apple has around 300M iPhone 12 and iPhone 11 models, if the MacRumors polling is representative, this is a huge problem.My personal opinion is this is not Apple throttling iPhones. The company claims battery improvements in recent years mean it no longer has to resort to such aggressive measures and the iPhone 12 range is just six months old, which is far too soon for any form of throttling (which Apple did to protect battery health). An urgent fix in the form of iOS 14.5.2 looks like the obvious answer.In the meantime, owners of iPhone 12 and iPhone 11 models have a tough decision to make. Do you leave your iPhones vulnerable to two serious security flaws or do you upgrade and risk a 1-in-4 chance of having the performance slashed in half? Whatever path you choose, Apple needs to address this, and fast.I have contacted Apple and will update this post if I receive a response.",thread macrumors replies found iphone users impacted problem also numerous complaints official apple support communities forum given apple around 300m iphone iphone models macrumors polling representative huge problem personal opinion apple throttling iphones company claims battery improvements recent years mean longer resort aggressive measures iphone range six months old far soon form throttling apple protect battery health urgent fix form ios looks like obvious answer meantime owners iphone iphone models tough decision make leave iphones vulnerable two serious security flaws upgrade risk chance performance slashed half whatever path choose apple needs address fast contacted apple update post receive response,0.25,positive
"12 mini is absolutely a beast, but for this price range it lacks somewhere. While talking about battery it is absolutely waste. 6-8 hrs of on screen performance. Which certainly let's expectations down. You can go for se2 if small size attract you. But 70k for 12 mini is just waste. ""Small and cute""",mini absolutely beast price range lacks somewhere talking battery absolutely waste hrs screen performance certainly let expectations go se2 small size attract 70k mini waste small cute,0.1813,positive
Found scratches after unboxing item. It was ment to be my wife's first anniversary gift. It contains some persons junk on the library.No option to request replacement. Slot for technican visit is not available.,found scratches unboxing item ment wife first anniversary gift contains persons junk library option request replacement slot technican visit available,0.4404,positive
I switched from an iPhone xr to iPhone 12 mini. The only doubt I had was about the battery life. But don't worry guys the battery life is really good. I felt it to be bttr than my iPhone xr. I have given the picture of 12 mini besides a 6s just so that u guys can compare the size. If u like a small phone then go for it...battery life if good don't worry about it.,switched iphone xr iphone mini doubt battery life worry guys battery life really good felt bttr iphone xr given picture mini besides 6s u guys compare size u like small phone go battery life good worry,0.1496,positive
Sincere request to all- Do not buyBattery zindagi: PatheticCamera: Check Youtube; has major issues. Ypu can't click. Sends a buzzing noise whenever camera is switched on; like an electric shockFinger touch input: at times we have to touch on select options multiple times for the action to be implementedPlus so expensive,sincere request buybattery zindagi patheticcamera check youtube major issues ypu click sends buzzing noise whenever camera switched like electric shockfinger touch input times touch select options multiple times action implementedplus expensive,0.6369,positive
"I'm using this phone for about a month now, instead of battery life everything is lightning fast and overall it's a perfect phone. It' really teaches me how unnecessarily big my old phone was.",using phone month instead battery life everything lightning fast overall perfect phone really teaches unnecessarily big old phone,0.5719,positive
"I'm owning iPhone 6s, 7 plus, 8 plus, XS Max, 11pro and latest 12pro max and 12 mini too. I love fluidity of iOS. If you start using iPhones (infact all Apple products) you never gonna think about anything else.But the thing I hate most is: battery! From 6 to 12pro max, apple never focused much on their batteries. As iOS and hardware is well optimised, we can get most out of it. But still for a medium to high user, that tiny battery is not sufficient. If you are willing to carry a power bank along with your iPhone, I'll suggest you to buy that. Personally I use to keep a Android (currently OnePlus 7 pro), so it use to manage my day. But as you are paying this much amount, so u need to get a better battery too. Or you can carry a extra device with you.",owning iphone 6s plus plus xs max 11pro latest 12pro max mini love fluidity ios start using iphones infact apple products never gonna think anything else thing hate battery 12pro max apple never focused much batteries ios hardware well optimised get still medium high user tiny battery sufficient willing carry power bank along iphone suggest buy personally use keep android currently oneplus pro use manage day paying much amount u need get better battery carry extra device,0.7198,positive
"Needed a compact phone that would last me a good five years. Unfortunately didn’t see that happening with any of the android phones I owned before(this is subjective), hence switched to Apple and went with iPhone mini instead of the SE 2020 given the better screen, the design ergonomics and a better battery life.The experience has so far been very positive. I get a full day out of its battery. I’m not a heavy user and my usage is limited to browsing(web and YT), messaging and couple of video/voice calls. Haven’t got a chance to explore more of its camera capabilities but of what I have seen the stills are crisp and the videos shot in 4K superb.If you are someone who’s life doesn’t revolve around your phone then I’d say just go for it. This phone is the epitome digital minimalism.",needed compact phone would last good five years unfortunately ' see happening android phones owned subjective hence switched apple went iphone mini instead se given better screen design ergonomics better battery life experience far positive get full day battery ' heavy user usage limited browsing web yt messaging couple video voice calls ' got chance explore camera capabilities seen stills crisp videos shot 4k superb someone ' life ' revolve around phone ' say go phone epitome digital minimalism,0.9337,positive
Super phone with amazing performance but a thumbs down in batteryI would recommend only for light users and not for heavy users,super phone amazing performance thumbs batteryi would recommend light users heavy users,0.8807,positive
"The ceramic glass which Apple claims to be the toughest screen ever is not up to the mark. I used my blackberry with gorilla glass for more than 3 years without screen guard, still no noticeable scratch. But this phone has got scratches in just three months of usage. Better not fall for Apple’s toughest screen ever claim and protect it with a screen guard like you would do for any ordinary glass screen.",ceramic glass apple claims toughest screen ever mark used blackberry gorilla glass years without screen guard still noticeable scratch phone got scratches three months usage better fall apple' toughest screen ever claim protect screen guard like would ordinary glass screen,0.7506,positive
"Phone is smooth like butterCamera is good and 4K video at 60fps feels like professional cameraBattery easily lasts for 14 hours with continuous use of about atleast 10 hours of screen timeBattery is not that bad as it is mentioned in the internetAnd if even with less battery capacity the benefit you get is the quick charging capability even a 10 mins quick charge gives you very much of difference for the rest of the dayPhone is not recommended for gaming, phone heats up after awhile but you can play flow lesslyTrust me the size of this phone is addictive.Much power in a small phone.",phone smooth like buttercamera good 4k video 60fps feels like professional camerabattery easily lasts hours continuous use atleast hours screen timebattery bad mentioned internetand even less battery capacity benefit get quick charging capability even mins quick charge gives much difference rest dayphone recommended gaming phone heats awhile play flow lesslytrust size phone addictive much power small phone,0.8942,positive
I wish i had this phone..But i am too poor to buy this ...I love apple..Wish i could get one someday,wish phone poor buy love apple wish could get one someday,0.7579,positive
"iPhone in india is just a status symbol. And mostly used by girls. People using iphone hardly knows it's features but use IPHONE. Over priced phone with good feature, is what iphone gives you.Can someone help me to calculate how much it cost for a decent phone (6gb + 64gb) + go pro",iphone india status symbol mostly used girls people using iphone hardly knows features use iphone priced phone good feature iphone gives someone help calculate much cost decent phone 6gb 64gb go pro,0.6808,positive
A really overkill phone with awesome camera and a really optimised operating system with the apps. This is what a phone should look like handy and compact. Not a huge 6 inches or bigger phones.,really overkill phone awesome camera really optimised operating system apps phone look like handy compact huge inches bigger phones,0.9033,positive
"The resolution, feel and performance everything is just great. You can reach all four corners easily, the size is perfect . I have the red one and it’s beautiful, eye catching.If you want a small size compact phone in this budget go for this.",resolution feel performance everything great reach four corners easily size perfect red one ' beautiful eye catching want small size compact phone budget go,0.9382,positive
Awesome but apple has stopped production of iphone mini.More words becoz more words required becoz i wrote less words,awesome apple stopped production iphone mini words becoz words required becoz wrote less words,0.4939,positive
"Personally, this is best phone for me because of it's size. There is no catch in this phone.Battery life was fine for me. I don't game much. I am getting 5-6 hrs of S.O.T. anyway.Cameras are heart melting😍",personally best phone size catch phone battery life fine game much getting hrs anyway cameras heart melting,0.7184,positive
Best sound and display. and performance is very good .and built quality is premium also and software experience is best . Nice camera quality. good phone in this price range.,best sound display performance good built quality premium also software experience best nice camera quality good phone price range,0.9517,positive
"Mini is very comfortable in hand, perfect for one hand operating. You start loving it for sure. Might hate big screen Android phones once using mini.",mini comfortable hand perfect one hand operating start loving sure might hate big screen android phones using mini,0.9423,positive
totally unbelievable that a company released a phone without its basic feature aka charger.and everyone who has more than enough money went crazy .,totally unbelievable company released phone without basic feature aka charger everyone enough money went crazy,-0.079,negative
Pocket phone 🥳 which I was waiting for ❤️ Sexiest iPhone ever...nothing can beat this mini...it’s just wow trust me,pocket phone waiting sexiest iphone ever nothing beat mini ' wow trust,0.0588,positive
Nice packing gift package looks good very nice delivery experience awesome color. Must buy product from Amazon online shop thank,nice packing gift package looks good nice delivery experience awesome color must buy product amazon online shop thank,0.9565,positive
I bought this phone 2 months back for my mom and the screen size isn't that big but still is really handy and comfortable to use the performance of the phone is top-notch and the camera and speaker quality is perfect.,bought phone months back mom screen size big still really handy comfortable use performance phone top notch camera speaker quality perfect,0.8434,positive
Not upto the mark as expected from appleMini series is an utmost failure Nd flopshowThis is misleading stuff from apple,upto mark expected applemini series utmost failure nd flopshowthis misleading stuff apple,-0.7184,negative
Super cute little boy excellent and very much better than other phones very thick small and I love it very much,super cute little boy excellent much better phones thick small love much,0.9547,positive
"Good, friend bought it, really liked it.Pros: camera, built quality, colour, iOSCons : price, variant , availablity, charger",good friend bought really liked pros camera built quality colour ioscons price variant availablity charger,0.8479,positive
Must buy excellent phone for all compact mobile lovers. Don’t miss it camera excellent.battery ok for average user.with fast charger u can charge in1 hr.,must buy excellent phone compact mobile lovers ' miss camera excellent battery ok average user fast charger u charge in1 hr,0.9081,positive
"It's good but no value for money, u can by a better phone than this. that's my opinion but ur wish",good value money u better phone opinion ur wish,0.872,positive
Very high price so called mini12 plus was better than miniOrgan cell is must everywhere..........,high price called mini12 plus better miniorgan cell must everywhere,0.4404,positive
I don't have iphone miniI don't have iphone miniI don't have iphone miniI don't have iphone mini,iphone minii iphone minii iphone minii iphone mini,0.0,neutral
"There is no HDFC offer on this device, even if you see the offer on the device page do not believe them. That is what I have been told, to not believe what is written on the product offer.",hdfc offer device even see offer device page believe told believe written product offer,0.0,neutral
This product is Overpriced otherwise many people have bought it. Price should be decreased to make it value for money product.,product overpriced otherwise many people bought price decreased make value money product,0.34,positive
Screen quality wonderful. Camera is outstanding. Screen quality there is no question on this. Just wonderful. It's a superb phone.,screen quality wonderful camera outstanding screen quality question wonderful superb phone,0.9477,positive
Iam bought a new iPhone love ❤❤❤❤❤ fav.....Model iPhone 12 love this........ . .,iam bought new iphone love fav model iphone love,0.9081,positive
Got a pretty good deal with HDFC card. Very premium phone overall. Will update in detail after usage for a few weeks.,got pretty good deal hdfc card premium phone overall update detail usage weeks,0.7269,positive
"USP of this product is it’s Size! It is very sophisticated and classy and handy.This product is specially for the people who don’t like big, bulky phones.",usp product ' size sophisticated classy handy product specially people ' like big bulky phones,0.8402,positive
best in size cute look using it for las best in class best in look nice camera. excellent game and great graphics,best size cute look using las best class best look nice camera excellent game great graphics,0.9803,positive
Easy to carry n lite weightCamera quality 👍Battery life is average( 5-6hrs maximum in continuous usage)Screen quality - perfect,easy carry n lite weightcamera quality battery life average 6hrs maximum continuous usage screen quality perfect,0.765,positive
"So far this phone has been performing just well - liked the touch quality, camera, battery, no lag! The size is just perfect.",far phone performing well liked touch quality camera battery lag size perfect,0.7351,positive
"Phone is good. But i think, it's rate is very high. And phone is average, so as you wish bye",phone good think rate high phone average wish bye,0.6808,positive
"great product and nice features, loved the camera quality of the phone. It is the best in the category. Enjoy",great product nice features loved camera quality phone best category enjoy,0.9595,positive
"amazing ok good nice take care great like it so much, this is the best i have ever seen till date",amazing ok good nice take care great like much best ever seen till date,0.9769,positive
It is awesome perfect awesome perfect and beautiful 😍 and beautiful pictures of you and I am very much in the life y ❣️ and I am very much ☺️ you have a,awesome perfect awesome perfect beautiful beautiful pictures much life much,0.9761,positive
Touch screen not working.Volume controls are getting changed automatically.Battery life was poor.Not a Good value for money.,touch screen working volume controls getting changed automatically battery life poor good value money,0.296,positive
Mini monsterIt is just awesome phone with good cameraIt is complete value for money when purchased while discountBattery life is not so good but it will easily run for single day,mini monsterit awesome phone good camerait complete value money purchased discountbattery life good easily run single day,0.9287,positive
Best-in-Class...Go for it without a question mama's....I loved it soo much in terms of performance and design. Much performance in compaq design.,best class go without question mama loved soo much terms performance design much performance compaq design,0.2626,positive
"Not satisfied with battery but rest all satisfying compact, cute small phone but not gonna be happy with this size :(",satisfied battery rest satisfying compact cute small phone gonna happy size,0.91,positive
SE 2 has more usable screen. Face ID is over rated - not really convenient especially in these days when one uses a face mask.,se usable screen face id rated really convenient especially days one uses face mask,0.0,neutral
"I like this phone very much I love apple all things from apple like airpods,ipad,I phone, MacBook etc I love Apple very much to much cost but phone is very Good",like phone much love apple things apple like airpods ipad phone macbook etc love apple much much cost phone good,0.946,positive
Ghatiya hai sab. Are bta rha hu na ghatiya hai. Ek dam ghatiya. Mat lo. Or jan na hai kya,ghatiya hai sab bta rha hu na ghatiya hai ek dam ghatiya mat lo jan na hai kya,0.0,neutral
Phone performance is good & screen touch also smooth but Screen size is very small & Battery life very poor,phone performance good screen touch also smooth screen size small battery life poor,-0.0516,negative
One of the best i phone in i phone seriesEasy to handle and awesome camera quality!Battery life is also very good!No complaints at all 😊,one best phone phone serieseasy handle awesome camera quality battery life also good complaints,0.8591,positive
Battery life sucks… Only buy this if you are using it as a second phone which you not using frequently,battery life sucks... buy using second phone using frequently,0.0,neutral
iPhone 12 mini is perfect in every possible way but there are 2 problems: Battery life and Mini Keyboard which some people might have problem typing..!!,iphone mini perfect every possible way problems battery life mini keyboard people might problem typing,-0.1779,negative
Nice phone value for money nice camera quality battery life is too good budgeted phone n c h p l,nice phone value money nice camera quality battery life good budgeted phone n c h p l,0.872,positive
Best phone apple has ever invented. No worries of carrying brick size phones. Powerful and compact. I wish they have made a 12 mini pro model.,best phone apple ever invented worries carrying brick size phones powerful compact wish made mini pro model,0.7845,positive
"Amazing product, best mobile,. Great rates. Best features, You should totally buy it !!!!!!!I am enjoying the product very much",amazing product best mobile great rates best features totally buy enjoying product much,0.9682,positive
great phone by Apple. very powerful iPhone ever made.great performance.I love its performance built quaility is very good .Camera quaility is very good.,great phone apple powerful iphone ever made great performance love performance built quaility good camera quaility good,0.9682,positive
"Iphone 12 mini robust phn ever made!! Camera, display, quality all are superb and very easy to grab like one hand use👍🏻",iphone mini robust phn ever made camera display quality superb easy grab like one hand use,0.9337,positive
Please don’t bye from amazon.. amazon give you a used mobile phone. Even apple’s store has confirmed this.. so please be careful for this product..,please ' bye amazon amazon give used mobile phone even apple' store confirmed please careful product,0.765,positive
This i phone 12 mini is amazing and it gives a special features and I like it a lot Amazon is giving good service,phone mini amazing gives special features like lot amazon giving good service,0.9325,positive
Very good product and fine quality with many things and make a very good applauding voice go gor it now,good product fine quality many things make good applauding voice go gor,0.8658,positive
The small screen is the best in hand. Loved the camera and everything. Switched from Android to apple is not that bad.,small screen best hand loved camera everything switched android apple bad,0.8316,positive
Has a very good design very compact easy to use and still fast as other flagships.Would recommend for casual and etho user👌🏼,good design compact easy use still fast flagships would recommend casual etho user,0.8442,positive
Dont buy this phone from Amazon as it has stop working after 15 days..... Amazon is selling not originally phone,dont buy phone amazon stop working days amazon selling originally phone,-0.5,negative
"how can check 5G network in system ?how can see 5G network like 2g,3g,4g etc can you tell us .",check 5g network system see 5g network like 2g 3g 4g etc tell us,0.3612,positive
Good battery life and a quality product CC’s can egg. Fgg Deccan savvy fvhcx Fgg s DVD Fgg. Dccz DDC,good battery life quality product cc' egg fgg deccan savvy fvhcx fgg dvd fgg dccz ddc,0.4404,positive
This is the best phone ever. Oled screen is amazing. Its a mini so it perfectly fit in my hand.,best phone ever oled screen amazing mini perfectly fit hand,0.9578,positive
No. 1 iPhone in The World . I Saw From iPhone. I Switched From Android . Cheapest iPhone in the world,iphone world saw iphone switched android cheapest iphone world,0.0,neutral
"Also, Is your Siri AI dumb and miss-hear? Idk but the one i have is so defective/dumb. It do not recognises my voice even if i have set it. Also, it mistakes my voice with other’s.And i miss fingerprint scanner. Other than this i like every other aspect of this phone. Screen size is not a deal breaker for me, in-fact it’s amazingly satisfying to me.",also siri ai dumb miss hear idk one defective dumb recognises voice even set also mistakes voice ' miss fingerprint scanner like every aspect phone screen size deal breaker fact ' amazingly satisfying,-0.8319,negative
Awesome and HandyNice delivery and reliable delivery by Apprip RetailHave purchased a lot of appliances from them never disappointed,awesome handynice delivery reliable delivery apprip retailhave purchased lot appliances never disappointed,0.7687,positive
Must buy if you Like smaller phones. Its got all features packed into a small body. Great performance. Great camera.,must buy like smaller phones got features packed small body great performance great camera,0.8934,positive
Awesome product received with great discount,awesome product received great discount,0.8481,positive
Screen quality and touch screen very smooth,screen quality touch screen smooth,0.0,neutral
Apple is apple. Hehehahaha.,apple apple hehehahaha,0.0,neutral
I love my iPhone.,love iphone,0.6369,positive
"iPhone 12 mini - its an awesome phone, i got more than one full day battery life with just small settings change.change display to dark mode - select low power mode - off background apps refresh rate - OFF bluetooth + mobile data & Wi-Fi if not necessary - avoid playing games...iam using all the apps, its rocking even after all the above settings done, don't believe battery myths,also use apple original 20w fast charger & spigen case, they protects your mobile very well.",iphone mini awesome phone got one full day battery life small settings change change display dark mode select low power mode background apps refresh rate bluetooth mobile data wi fi necessary avoid playing games iam using apps rocking even settings done believe battery myths also use apple original 20w fast charger spigen case protects mobile well,0.8074,positive
3 days before Amazon offer price for 128 gb white iphone 12 mini is 64900 without any offer..... now it shows 4k higher. ... didn't buy.,days amazon offer price gb white iphone mini without offer shows 4k higher buy,0.1779,positive
"I’ll be honest. Product is absolutely great, no cons , just small size can be a issue for large screen lovers. Im just disappointed with the pricing. In my opinion , it should have been at a maximum price of 58k … But i paid 73k for 128gb variant. I hope apple does something for indian lovers because money is no joke.. and i would suggest that dont buy 64gb and also price should have been 55k - 58k",' honest product absolutely great cons small size issue large screen lovers im disappointed pricing opinion maximum price 58k ... paid 73k 128gb variant hope apple something indian lovers money joke would suggest dont buy 64gb also price 55k 58k,0.9476,positive
Apple I phone the name itself everything.not required any compliments.Excellent product overall things are nice.Nice delivery time by Amazon,apple phone name everything required compliments excellent product overall things nice nice delivery time amazon,0.9136,positive
I just say that this iPhone is awesome. Small phone. easy to use and it fits in the pocket easily.,say iphone awesome small phone easy use fits pocket easily,0.8555,positive
Not good product. Requires better battery. Color not good for resale value. Camera is average. Do not buy. ... Sndh,good product requires better battery color good resale value camera average buy sndh,0.8779,positive
I love this colour and brand also..I wish that I could buy this....but my God knows when it's possible.. or impossible...😔😔😔😔😔😔,love colour brand also wish could buy god knows possible impossible,0.8402,positive
"This phone is small and amazingIts performance is super fast, battery could have been better, otherwise it’s the best.",phone small amazingits performance super fast battery could better otherwise ' best,0.9001,positive
